Temperature,Humidity,Gas_Value,Fire_Hazard
44.14,21.32,788.77,1
22.57,55.47,18.55,0
58.11,30.96,814.39,1
44.96,25.7,107.7,0
54.26,24.07,987.96,1
40.64,21.4,206.03,0
58.09,25.06,948.19,1
53.88,8.14,730.5,1
57.99,10.55,1092.22,1
17.54,34.71,50.8,0
56.33,30.04,1136.05,1
27.95,88.05,516.95,0
26.76,72.82,758.23,0
52.24,10.55,624.59,1
49.21,12.87,922.86,1
56.58,15.22,762.07,1
54.97,23.8,1136.17,1
53.18,30.07,902.02,1
44.26,60.91,357.79,0
16.97,79.4,624.5,0
36.23,85.08,309.25,0
47.09,21.62,1102.33,1
16.06,58.69,346.05,0
19.26,53.12,611.89,0
50.14,23.83,613.59,1
43.65,10.55,1108.72,1
27.55499955093194,82.35571598727212,516.6188029225227,0
20.48,61.78,453.92,0
46.14,26.59,682.09,1
42.7,85.24,272.67,0
54.59,8.18,800.0,1
19.53,86.52,177.2,0
52.51,5.31,803.85,1
41.49,22.24,711.78,1
41.52,87.7,335.68,0
57.95,22.78,1063.31,1
44.45,7.31,1163.75,1
44.52,23.8,920.29,1
27.19,21.33,582.14,0
20.88,23.92,331.49,0
57.88,15.57,611.14,1
35.72,50.56,349.8,0
54.82,28.91,1123.1,1
19.43,72.07,191.64,0
40.38,75.43,267.71,0
37.39,86.39,271.79,0
34.46,25.39,211.47,0
38.68,40.74,21.71,0
50.26,11.04,1187.57,1
44.65,44.49,167.9,0
41.15,62.45,244.76,0
20.65,70.87,390.27,0
19.55,72.73,439.24,0
32.68,77.39,242.02,0
48.32,33.03,752.49,1
21.47,87.81,709.5,0
15.12,20.18,515.78,0
58.04,27.44,1111.9,1
18.83,52.93,522.47,1
32.52,63.72,392.25,0
18.89,34.54,276.61,0
59.64,10.21,737.05,1
29.21,71.34,278.93,0
52.6,25.95,857.04,1
58.29,25.03,721.82,1
47.4,33.73,1072.93,1
33.0,72.6,605.3,0
34.34,40.1,725.45,0
51.52,12.28,1170.22,1
51.9,6.5,773.91,1
49.987880528480424,9.924552139203886,773.0530297645462,1
46.93,25.17,1067.74,1
43.60313020634511,12.964628057948214,586.4375672984697,1
40.82,72.82,517.63,0
45.45,20.89,1159.57,1
20.32,58.51,137.26,0
55.42,15.03,708.04,1
52.31,19.68,633.12,1
45.07,20.37,724.4,1
25.74,31.83,540.62,0
50.3,12.34,814.83,1
36.71,82.61,407.96,0
19.68,62.39,76.08,0
15.53,36.52,636.87,0
43.73,20.21,306.29,0
44.5,16.83,761.24,1
43.0,14.65,1007.33,1
40.03,80.75,23.71,0
54.96,24.47,889.53,1
18.53,89.08,159.58,1
45.89,11.24,968.17,1
43.22,83.02,131.74,0
34.28,81.12,675.64,0
41.11,87.81,186.87,0
50.9,33.9,893.46,1
50.24,31.2,1006.64,1
24.13,30.44,356.16,0
49.84,30.29,1031.78,1
51.54,19.74,863.24,1
34.16,51.13,295.52,0
46.52,26.7,1102.37,1
50.78,29.0,880.71,1
44.56,69.53,323.89,0
34.32,41.58,55.76,0
23.26,51.81,460.65,0
43.99,63.84,283.28,0
33.45,83.93,321.85,1
42.46,13.99,891.12,1
48.54,9.14,953.01,1
52.02,27.37,1130.14,1
47.47,20.58,817.53,1
48.24,14.95,839.8,1
21.35,42.58,123.5,0
48.25,33.21,1038.19,1
44.43,32.52,871.83,1
28.0,39.69,86.74,0
49.36844056826701,17.36843155580151,873.7083799217158,1
52.62,31.91,1167.66,1
47.18,17.89,973.89,1
30.12,38.19,430.84,0
33.17,41.19,647.65,0
24.94,84.92,88.86,0
58.07,21.07,936.6,1
34.66,31.24,394.57,0
59.71,30.04,912.15,1
43.15,63.06,117.62,0
20.29,88.45,430.67,0
36.64,77.29,655.53,0
29.69,30.29,667.17,0
44.29,88.22,536.16,0
52.8,24.64,1175.45,1
53.09,10.49,1147.33,1
36.19,71.98,167.86,0
59.19,20.68,630.9,1
56.39,8.0,923.31,1
43.92,17.65,892.68,1
27.75,70.33,406.46,0
33.49,49.19,666.86,0
44.56,16.39,1173.78,1
28.1,48.33,39.14,0
42.48,26.43,774.89,1
41.29,71.16,187.69,0
36.17629697514987,48.28519054083124,699.20470719573,0
34.27,89.83,757.97,0
15.32,73.92,478.44,0
50.86,22.49,672.42,1
33.34,31.38,370.29,0
23.47,65.37,655.91,0
32.24,55.8,9.51,0
53.88,27.69,1128.87,1
52.17,8.67,872.36,0
28.35,64.99,268.31,0
39.52,86.11,577.53,0
42.19,11.13,1134.36,1
59.34,9.2,938.1,1
39.78,59.2,445.45,0
43.65,17.63,618.08,1
55.58,18.69,960.03,1
44.11,22.42,855.83,1
38.93,88.38,174.82,0
33.26,72.01,552.2,0
23.73,84.42,326.79,0
30.74,28.47,551.5,0
25.3,74.95,347.43,0
57.99,21.78,1077.79,1
51.76,32.16,994.84,1
54.73,5.21,948.79,1
40.52,29.92,499.82,0
19.02,61.86,539.9,0
23.93,51.48,337.06,0
42.18,75.12,470.44,0
51.9,21.76,779.59,1
26.47,82.62,476.08,0
41.17,31.27,856.75,1
47.35,9.8,1149.5,1
43.91,21.91,407.0,0
41.74,13.9,931.02,1
39.39,55.65,558.08,0
41.91,39.64,539.88,0
46.77,19.27,1134.17,1
46.0,22.53,845.35,1
28.05,82.49,116.42,0
43.11,28.57,787.4,1
41.48,30.96,694.6,1
15.45,48.63,769.55,0
59.78,25.87,1061.25,1
42.08,11.67,929.81,1
42.37,23.29,968.26,1
59.81,30.78,714.41,1
19.7,51.82,57.357608775201605,0
58.32,18.17,1136.93,1
24.49,32.33,602.47,0
32.83,44.14,675.88,0
59.02,24.33,897.61,1
18.18,76.39,360.52,0
17.74,24.62,605.5,0
53.77,10.34,738.24,1
25.91,71.8,401.05,0
27.22,29.41,434.06,0
47.41,16.97,727.67,0
20.38,55.47,182.32,0
16.36,55.26,572.2,0
47.48,5.29,805.21,1
28.1,58.78,583.08,0
50.26,33.01,957.35,1
25.28,80.47,590.77,0
15.87,41.72,534.05,0
43.24,73.23,565.54,0
58.66,13.75,623.5,1
56.37,24.95,751.96,1
36.06,84.01,642.52,0
15.61,20.48,288.58,0
37.51,38.8,370.63,0
52.08,12.82,732.77,1
56.15,19.86,882.1,1
42.15,50.01,606.0,0
53.61,13.45,778.73,1
17.69,58.68,557.15,0
51.47,27.81,1033.75,1
51.3,10.0,683.6,1
19.34,20.8,198.6,0
42.44,29.57,1174.18,1
26.22,51.24,23.1,0
29.47,32.45,511.8,0
38.84,89.73,146.09,0
34.49,61.03,280.27,0
18.67,62.18,646.12,0
58.93,15.63,1149.19,1
36.57,55.31,759.02,0
43.86,80.28,73.0,0
47.12,28.77,1136.69,1
25.77,84.53,794.54,0
54.2,20.36,1024.31,1
28.71,70.95,284.49,0
17.28,31.08,4.54,0
42.84,13.28,812.13,1
44.41,5.46,714.67,1
24.93,23.14,503.02,0
47.0,15.65,1185.56,1
51.58,27.01,779.41,1
44.17,83.54,167.9,0
44.4,8.35,1079.1,1
44.87,19.8,741.41,1
28.48,67.23,321.05,0
41.33,64.87,136.95,1
40.05,83.0,749.05,0
42.5,25.05,1072.45,1
41.35,24.86,1142.75,1
50.15,10.05,1031.0,1
46.56,27.72,685.02,1
17.37,63.93,133.72,0
54.8,17.55,755.89,1
35.45,48.2,481.76,0
44.36,8.63,997.12,1
44.98,62.08,151.95,0
35.47,75.36,667.11,0
30.44,54.72,503.7,0
28.47,35.88,223.42,0
43.7,27.4,673.53,1
28.13,87.73,469.31,0
52.55,14.82,624.97,1
23.59,36.87,416.45,0
40.38,70.8,419.88,0
48.78,21.6,847.33,1
54.18,32.66,778.4,1
33.49,46.55,115.03,0
45.37,31.43,966.21,1
28.47,80.21,197.19,0
42.44,87.84,271.41,0
33.0,21.36,109.38,0
20.57,69.05,765.5,0
45.38,10.94,882.86,1
56.3,20.24,654.6,1
43.1,23.36,884.0,1
50.6,19.07,686.53,1
59.81,12.7,953.94,1
52.28,5.02,1171.5,1
35.44,38.66,266.88,0
57.11,29.85,718.22,1
44.82,39.96,565.55,0
35.8,28.96,115.94,0
48.58,28.42,1104.48,1
52.04,16.76,887.26,1
45.1,22.57,816.08,1
16.14,52.96,144.98,0
32.15,22.33,665.58,0
44.29,7.65,686.09,1
32.29,64.33,683.06,0
42.1,54.95,277.59,0
50.89,29.55,994.84,1
45.74,23.18,1005.96,1
43.25,36.58,406.28,1
28.93,70.69,528.29,0
22.12,26.6,799.76,0
44.13,82.01,479.93,0
43.55,79.08,250.53,0
36.18,78.52,461.81,0
42.04,11.13,1176.99,1
57.05,21.72,707.86,1
36.5,42.43,75.18,1
18.48,22.62,485.81,0
23.77,65.56,474.76,0
38.88,37.06,54.11,0
34.33,42.67,140.26,0
26.17,51.44,776.88,0
29.45,82.72,20.55,0
26.21,83.97,521.76,0
34.28,63.19,701.61,0
42.8,32.01,995.64,1
42.76,28.67,723.69,1
57.53,19.42,810.32,1
53.67,8.0,779.37,1
45.67,25.4,603.03,1
24.78,42.82,164.62,0
53.84,19.26,916.55,1
54.61,31.86,1140.83,1
47.84,24.99,847.21,1
49.71,20.77,1174.64,1
49.26,17.89,1094.25,1
41.22,29.43,1036.31,1
33.51,58.33,178.78,0
29.73,85.21,439.02,0
50.87,10.89,628.93,1
33.82,46.68,549.51,0
52.77,24.18,825.77,0
43.73889928604292,29.828680832912525,895.233643805662,1
56.81,26.89,668.82,1
41.23,32.78,490.89,0
48.12,14.53,960.21,1
50.7,10.9,837.09,1
41.49,24.19,879.1,1
41.74,5.33,1014.3,1
26.86,29.7,795.58,0
58.88,12.35,1198.96,1
33.78,80.16,223.63,0
37.74,43.33,550.39,0
52.53,8.92,701.29,1
57.38,5.47,878.86,1
44.85,86.34,145.66,0
21.14,52.73,65.08,0
53.27,9.71,1086.43,1
45.55,10.85,744.9,1
26.36,41.7,237.49,0
53.91,20.78,765.03,1
34.54,83.7,411.68,0
26.24,40.32,313.69,0
44.01,69.17,689.63,0
31.91,45.49,206.25,0
22.98,56.22,143.49,0
19.49,43.98,156.45,0
24.27,28.42,379.11,0
24.58,75.8,562.46,0
53.78,25.89,1184.62,1
58.18,29.25,1157.18,1
31.09,35.34,4.8,0
16.32,44.72,264.83,0
45.18,7.25,1007.65,1
26.45,46.78,513.76,0
43.36,25.54,992.62,1
37.01,61.77,737.43,0
41.45,22.66,817.59,1
59.71,9.83,986.98,1
17.7,45.02,773.19,0
41.44,46.98,334.91,0
52.52,23.84,967.88,0
35.37,75.85,86.97,0
20.32,43.26,684.5,0
18.64,39.51,518.8,1
44.88,66.2,406.12,0
52.9,22.59,1064.21,1
44.57,12.97,683.5,1
15.19,83.22,482.81,0
49.52,5.65,695.46,1
26.67,61.12,95.25,0
21.76,68.85,68.81,0
42.66,47.44,359.73,0
34.1,63.41,576.35,0
37.59,46.27,10.301407913805072,0
45.08,29.65,1001.35,1
23.41,40.29,45.42,0
38.67,56.61,339.1,0
54.23,11.83,1167.17,1
40.48,53.5,228.27,0
41.74,10.27,944.3,1
47.8,11.35,609.93,1
41.01,20.59,759.82,1
51.43,10.67,1011.04,1
22.13,89.51,588.39,0
28.86,45.84,310.82,0
46.57,30.78,997.84,1
16.4,28.63,532.45,0
46.2,16.67,615.86,1
58.03190810426751,21.973600998260572,653.8408566869178,1
54.49,27.47,1002.44,1
36.82,30.73,21.52,0
44.65453190739583,44.99611808937279,336.73867934389386,0
46.19,7.36,643.53,1
17.88,44.58,722.97,0
54.72,10.01,1193.52,1
55.08,16.52,767.95,0
41.55,7.76,667.34,1
37.14,86.29,168.9,0
31.16,76.34,726.34,0
34.01,58.1,305.09,0
21.07,75.8,645.4,0
55.77,13.4,1037.61,1
41.37,15.4,832.99,1
53.08,5.15,626.66,1
26.03,42.42,783.91,0
35.47,51.52,528.49,0
47.72,32.15,1161.16,1
54.39,8.33,1158.32,1
59.75,11.31,1055.98,1
42.78,9.87,1179.05,1
27.86,26.54,697.62,0
24.51,52.07,262.9,0
48.4,31.01,1172.98,1
45.9,12.15,1013.49,1
47.63,28.14,1157.64,1
45.79,17.85,626.37,1
56.34,5.9,1126.34,1
42.01,27.78,713.85,1
15.03,28.79,288.82,0
51.83,26.39,978.84,1
39.25,47.85,529.19,0
42.49,48.53,153.67,0
19.57,70.66,670.85,1
25.61,44.33,617.16,0
51.83,17.1,1124.16,1
52.1,23.7,829.84,1
54.57,15.91,1172.6,1
29.45,72.17,672.19,0
25.726349868479144,35.508151395067195,98.45449287671391,0
52.65,8.87,673.83,1
17.87,48.23,778.52,0
48.61,8.76,650.1,1
35.68,32.08,144.38,0
51.77,24.08,636.1,1
18.2,70.81,519.16,0
41.86,71.55,119.02,0
41.31,32.57,1108.48,1
53.97,14.58,910.16,0
28.36,62.65,605.48,0
39.47,65.07,532.23,0
22.69,30.2,713.85,0
16.72,29.73,268.2,0
32.90015830118753,27.561852400356045,503.32596464339383,0
43.03,46.12,25.69,0
24.38,84.57,65.37,0
27.7,81.24,149.85,0
43.72,84.03,315.72,0
55.98,14.0,1026.23,1
19.65,70.39,724.98,0
19.82,77.7,521.09,1
44.24,20.44,1190.94,1
42.38,19.53,1137.05,1
39.11,61.73,274.99,1
46.88,25.38,952.83,1
41.08,26.79,302.92,0
54.21,18.65,849.11,1
29.03,26.38,654.45,0
44.83,65.98,293.21,0
54.47,29.91,1089.06,1
36.57,54.67,517.71,0
57.74,25.98,708.6,1
39.82,61.16,602.45,0
51.27,12.1,644.94,1
59.06,17.48,798.5,1
51.34,15.83,847.76,1
37.9,32.26,338.07,0
57.17,16.9,786.65,1
50.35,31.44,677.3,1
32.89,64.19,110.41,0
50.71,24.44,871.25,1
32.96,75.45,97.66,0
31.74,84.99,319.5,0
48.66,21.65,915.05,1
43.18,28.56,1182.08,1
27.46,77.36,530.96,0
16.74,62.2,640.27,0
28.49,72.49,611.72,0
44.91,5.01,904.43,1
58.041517535128165,7.730796853140485,727.5237709899249,1
41.36,10.45,1076.82,1
42.02,24.95,860.8,1
47.18,33.61,739.26,1
38.2,30.87,119.6,0
42.44,18.94,1092.69,1
48.33,31.78,1156.78,1
53.51,19.13,808.71,1
19.88,82.28,487.83,0
43.39,19.88,606.73,1
51.91,12.67,764.76,1
55.22,33.66,781.55,1
18.61,20.0,124.41,0
19.22,86.34,220.3,0
48.96,26.34,751.42,1
25.19,38.23,493.78,0
20.41,79.53,393.53,0
27.72,42.56,78.02,0
29.28,71.29,355.55,1
47.95,22.51,1000.19,1
52.04,10.77,665.64,1
36.58,60.86,504.91,0
56.57,18.35,818.28,1
44.2,7.75,910.11,1
36.93,52.93,731.27,0
31.46,72.15,605.52,0
49.4,30.01,912.85,1
45.41,30.57,666.27,1
43.97,18.17,945.05,1
37.0,80.76,563.94,0
36.86,28.55,340.74,0
18.98,52.66,123.32,0
38.96,56.51,224.47,0
56.08,13.39,683.39,1
18.8,47.88,689.96,0
45.0,28.29,1.6406428726948752,0
41.7,19.14,959.91,1
29.04,55.32,254.84,0
55.71,14.98,1161.61,1
21.19,43.53,95.05,0
52.35,18.42,836.26,1
50.7,16.18,672.78,1
20.93,87.82,271.26,0
22.52,55.14,135.31,0
59.83,13.75,1139.96,1
45.69,32.08,942.26,1
41.68,35.1,592.79,0
51.5,15.09,746.83,1
57.39,29.32,615.77,1
24.34,30.3,566.57,0
41.72,37.93,616.77,0
48.82,12.16,862.81,1
42.24,27.19,975.73,1
56.29,29.88,1132.67,1
16.91,54.96,608.43,0
51.57,14.14,953.63,1
49.73,8.27,606.0,1
29.52,24.85,455.65,0
53.48,22.94,940.15,1
56.54,20.85,896.33,1
50.55,21.97,891.88,1
44.3,8.01,892.98,1
55.41589475721157,17.769850839085358,835.811680816249,1
51.75,15.9,690.33,1
35.22,50.78,737.05,0
51.94,8.07,728.5,1
53.32,22.91,1182.76,1
57.0,18.29,859.93,0
40.69,40.28,535.82,0
24.39,40.45,748.75,1
48.31,19.83,1195.75,1
49.37,17.38,716.45,1
49.44,5.92,1004.1,1
29.66,41.98,665.72,0
15.69,74.94,144.37,0
34.7,57.48,729.27,0
37.07,48.0,649.31,0
15.1,24.41,670.68,0
32.88,27.52,710.72,0
18.67,21.4,471.49,0
40.52,62.27,520.96,0
48.728226930258224,39.101817388709605,792.9076992710882,1
38.94,51.67,350.64,0
44.69,70.01,179.85,0
42.85,88.65,147.76,0
37.84,82.61,107.19,0
53.03,31.95,1133.3,1
36.83,44.56,686.03,0
40.04,44.42,357.06,0
50.55,33.76,916.46,1
15.48,89.86,726.29,0
36.81,62.38,422.16,0
31.27,41.58,332.74,1
47.48,25.82,631.67,1
15.03,84.56,361.06,0
45.77,18.02,1148.9,1
44.53,29.51,536.74,0
23.34,40.4,103.49,0
44.03,19.78,947.86,1
50.03,12.23,823.3,1
28.44,56.02,563.82,0
49.36,31.76,660.74,1
44.08,38.6,72.83,0
51.96,19.38,1025.77,1
49.57,23.26,1066.06,1
22.62,80.42,427.27,0
59.35,29.5,872.07,1
19.41,57.73,201.82,0
43.84,84.51,356.15,0
34.0,89.34,658.11,0
57.09,8.82,727.18,1
56.79,19.26,879.31,1
57.71,25.24,1125.52,1
51.22,16.25,618.84,1
47.99,26.73,777.31,1
59.2,11.7,1068.2,1
23.0,41.72,383.27,1
30.73,88.88,623.7,0
21.83,29.2,9.6,0
43.06,27.12,280.21,0
43.91,61.1,743.16,0
41.07,31.24,480.55,0
30.11,48.56,605.54,1
48.96,6.3,1125.09,1
48.23,7.49,930.0,1
36.02,81.29,445.55,0
28.19,57.46,154.08,0
24.83,23.48,431.6,0
19.3,41.96,43.81,0
53.26,6.11,1099.02,1
32.33,65.99,517.06,0
19.89,64.14,555.58,0
32.12,37.42,767.39,0
38.69,71.57,152.02,0
31.38,56.25,284.54,0
42.42,31.7,902.64,1
53.37,31.09,675.2,1
53.97,15.73,688.51,1
40.65,56.14,129.47,0
49.15,21.26,825.92,1
53.02,8.37,1077.55,1
17.65,58.93,143.93,1
29.87,83.72,509.88,0
53.74,19.64,1164.81,1
48.03,6.27,763.77,1
31.61,74.52,561.08,0
56.84,23.7,739.95,1
47.49,18.66,743.24,1
42.19,62.75,287.83,0
54.4,12.33,949.09,1
57.37,31.34,1128.57,0
45.44,16.67,1124.15,1
54.85,32.38,1058.97,1
23.38,68.71,792.08,1
52.74,33.91,973.51,1
26.85,46.96,542.3,0
43.97,22.0,624.34,1
41.22,15.63,751.82,1
51.38,23.66,710.9,1
49.16,18.36,809.3,1
40.32,88.49,754.93,0
27.07,45.27,84.09,0
52.42,6.69,614.59,1
41.31,21.01,786.0,1
43.97,31.14,710.34,1
59.03,11.74,625.26,1
49.46,26.5,1046.84,1
45.56,28.86,777.38,1
43.60527829120732,22.851858805151302,270.81871093486495,0
25.28,77.11,4.28,0
43.09,19.08,1031.4,1
48.47,10.75,767.9,1
59.19,20.88,601.72,1
42.98,33.87,960.52,1
47.17,10.65,700.16,1
54.98,5.21,1016.92,0
45.81,14.93,701.57,1
51.85,17.13,934.85,1
22.74,61.22,242.77,0
52.34,21.7,942.03,1
38.26,61.92,147.49,0
39.86,86.4,658.29,1
59.53,18.06,1163.59,1
57.67,5.26,1117.39,1
52.79,15.83,778.27,1
35.65,62.83,564.51,0
22.98,40.86,11.93,1
23.07,85.24,698.99,0
43.62904087122506,30.91934750832537,829.3187871880444,1
49.59,13.05,1166.96,1
42.71,18.37,925.68,1
45.9,30.88,1123.9,1
16.59,80.81,627.22,0
35.92,50.81,150.79,0
40.97,53.18,105.84,1
40.56,71.05,456.68,0
30.43,39.76,299.45,0
53.66,31.71,966.84,1
30.82,89.83,134.07,0
44.32,27.91,768.48,1
32.14,49.09,660.78,0
48.4,12.16,1176.0,1
27.47,64.85,508.51,0
36.21,40.35,135.41,0
30.5,20.63,507.6,0
58.75,14.92,775.47,1
56.94,16.87,1004.13,1
34.85,71.45,62.24,0
46.36,23.02,790.85,1
34.87,82.31,755.51,0
26.23,83.78,471.73,0
43.03,42.77,741.44,0
58.46,5.56,938.52,1
47.01,33.66,1022.75,1
50.29,11.53,855.5,1
44.35,60.76,186.4,0
43.24,81.55,356.06,0
37.86,25.44,170.34,0
34.51,79.49,189.79,0
38.98,76.56,184.45,0
32.84,33.79,731.49,0
53.92,10.51,707.76,1
28.26,54.39,503.09,0
58.6,31.6,1029.58,1
53.32,14.57,768.96,1
30.67,61.71,104.07,0
30.84,79.26,59.22,0
35.83,33.47,614.92,0
58.26,32.29,1113.97,1
58.0,20.2,905.82,1
19.25861433309919,73.47246319170993,56.99981257906567,0
45.77,26.91,1103.05,1
39.27,79.24,125.43,0
48.81,8.01,1007.38,1
51.12,31.72,1037.57,1
33.96,25.6,467.76,0
41.38,21.61,943.55,1
41.51,86.44,632.26,0
49.08,12.47,1132.49,1
24.4,75.41,324.85,0
51.44,13.19,932.15,1
50.05,20.76,861.57,1
44.13,85.49,784.3,0
17.54,39.47,363.98,0
36.72,42.74,78.6,0
27.21,38.5,281.91,0
20.74,62.46,417.95,0
42.05,55.15,43.04,0
59.31,18.25,1190.51,1
25.08,39.65,297.61,0
33.28,31.15,559.66,0
50.04,11.74,632.26,1
42.93,8.17,660.22,1
36.08,88.48,101.02,0
52.55,29.78,804.4,1
31.05,59.72,296.42,0
15.98,64.7,15.9,0
43.38,28.44,1109.86,1
55.42,19.1,786.7,1
30.37,37.49,639.0,0
43.16,54.02,219.35,0
45.62,18.08,648.86,1
40.67,46.01,798.39,0
50.12,29.56,701.06,1
57.81,14.52,755.28,1
41.95,33.69,82.86,0
58.27,22.28,868.59,1
18.4,51.56,549.77,0
39.3,27.5,470.1,0
24.42,73.31,529.36,0
48.46,23.23,1065.91,1
46.43,12.25,1010.55,1
37.72,61.07,93.67,0
30.4,61.02,598.83,0
36.72,25.73,46.83,0
20.19,29.03,417.89,0
23.94,27.93,26.54,0
32.2,42.33,248.27,0
27.47,48.88,717.07,0
42.19,28.37,798.15,1
34.07,87.47,171.0,0
42.1,5.02,977.47,1
31.55,22.83,457.06,0
40.33,69.88,247.24,0
48.17,19.89,786.55,1
30.45,67.64,226.41,0
58.71,33.13,950.72,1
27.4,76.84,684.8,0
57.7,12.49,971.2,1
25.26,62.54,455.66,0
53.27,32.92,868.22,1
43.25,21.94,1099.09,1
25.14,64.98,329.69,0
54.77,30.34,753.52,1
45.38382419898416,24.347895389946927,1199.1050926251964,1
47.93,16.68,911.13,1
26.44,85.1,434.85,0
42.03,10.12,886.06,1
58.56,29.83,1144.22,1
57.09,17.35,1027.42,1
58.48,15.48,904.23,1
40.34,57.79,540.18,0
19.26,66.61,679.43,0
18.92,85.49,105.05,0
46.11,16.56,1194.56,1
43.68,13.74,712.75,1
48.93,21.22,1196.11,1
56.96,26.89,674.25,1
53.87,17.02,691.32,1
56.29,9.95,905.89,1
39.68,65.33,47.12,0
41.99,28.56,873.58,1
29.42,33.91,516.51,0
50.98,32.75,725.89,1
57.39,30.56,772.71,1
56.32645765440649,9.498154697252355,866.0629467471283,1
30.76,76.09,389.12,1
57.11,11.88,900.14,0
33.54,39.15,528.87,0
41.7,85.95,336.09,0
39.87,44.32,47.84,0
58.13,7.16,775.62,1
52.74,23.16,1143.32,1
30.02,72.42,280.13,0
24.72,23.25,42.58,0
53.52,15.07,1121.73,1
20.78,71.26,46.48,0
42.91,39.1,305.84,0
36.48,64.41,308.84,0
16.88,59.34,714.13,0
20.11,45.73,736.42,0
41.98,9.35,1042.26,0
41.21,17.86,954.76,1
29.38,86.66,785.08,0
42.48,24.33,644.79,0
27.93,72.22,115.5,0
27.09,59.43,694.99,0
43.66,11.03,775.8,1
24.22,55.09,310.06,0
44.29,29.67,1145.42,1
27.02,65.84,486.66,0
17.5,88.78,402.9,0
17.34,58.62,280.33,1
54.08,17.3,993.3,1
54.64563507598709,12.91692852479094,941.9426445619476,1
51.75,20.61,731.13,1
48.04,32.65,1183.74,1
16.46,87.53,523.9,0
50.36,11.31,876.04,1
15.79,21.77,220.47,0
19.37,43.92,122.71,0
51.88,12.19,605.85,1
49.24,9.68,1023.17,1
34.53,81.87,495.29,0
44.16,27.32,934.68,1
59.82,9.04,1131.94,1
25.54,61.05,542.8,0
34.81,71.73,150.14,0
33.35,45.26,346.18,0
16.6,40.95,279.39,0
46.73,21.52,1066.52,1
42.52,20.41,1193.56,1
25.27,66.79,78.61,0
34.46,69.54,750.19,0
26.35,84.44,486.9,0
28.96,62.47,160.96,0
26.93,37.09,720.35,0
47.51,21.64,718.49,1
43.83,56.96,497.76,0
47.34,16.54,853.38,1
44.15,28.3,1154.73,1
58.49,25.4,769.81,1
21.09,36.12,34.88,0
51.86,29.78,1125.98,1
43.84,75.99,307.66,0
42.24,21.37,1126.82,1
25.22,67.37,186.4,0
48.97,8.07,848.68,1
36.53,79.86,759.22,0
53.64,9.63,1063.16,1
56.42,31.22,920.39,1
40.58,31.48,769.34,1
26.07,45.16,337.46,0
49.07,6.43,757.24,1
50.44,7.51,1029.35,1
57.53,28.62,844.39,1
49.74,28.89,845.9,1
18.63,67.66,736.69,0
50.41,32.06,1140.09,1
31.48,20.85,126.85,0
32.62,56.63,101.44,0
31.08,68.05,383.86,0
29.65,50.74,628.47,0
20.06,73.14,64.5,0
56.17,9.82,974.62,1
27.71,33.56,540.68,0
26.22,65.85,6.46,0
15.32,73.24,587.93,0
23.03,29.3,499.31,0
52.59,17.03,1117.57,1
40.68,44.97,265.1,0
28.67,77.67,24.01,0
42.36,25.03,917.31,1
20.52,53.76,336.82,0
33.4,33.67,707.6,0
44.45,5.49,1033.74,1
54.35,18.61,839.37,1
49.24,9.56,1164.44,1
52.2,26.53,1181.75,1
49.08,9.55,641.94,1
41.86,11.53,606.97,1
32.02,27.18,340.06,0
20.25,40.08,90.05,0
50.96,5.22,665.78,1
20.99,63.11,292.92,0
51.03,5.28,1028.63,1
44.7,88.9,28.66,0
21.85,25.53,228.57,0
32.84,23.03,551.83,0
55.94,17.97,1197.69,1
46.42,26.68,660.42,1
43.82,10.73,849.4,1
25.62,41.27,642.86,0
42.69,24.01,1146.84,1
36.02,31.61,242.99,0
34.23,41.82,77.11,0
54.53,16.42,1143.91,1
41.42,8.67,956.27,1
28.94,87.48,526.07,0
20.7,78.88,513.02,0
35.59,85.62,224.54,1
24.15,45.7,184.43,0
35.48,47.7,437.51,0
50.42,26.93,773.6,1
30.82,21.06,127.13,0
40.282152019722155,9.257887103195046,1129.3619164541249,1
57.61,9.96,794.21,1
41.67,83.39,482.42,0
20.68,36.99,193.9,0
29.84,34.36,127.95,0
33.54,25.7,544.18,0
41.0,47.94,576.15,0
17.32,68.61,533.48,0
53.37,27.16,744.15,1
38.28,41.36,732.5,0
42.77,6.15,1122.66,1
34.62,62.67,593.14,0
43.5,8.83,971.1,1
18.31,25.46,24.94,0
42.16,30.44,1157.52,1
39.7,40.16,557.89,0
53.32,13.6,1169.38,1
50.74,12.97,807.36,1
25.47,66.53,85.37,0
59.86,6.93,1010.84,1
55.55,11.41,763.62,1
50.3,27.05,632.82,1
19.11,47.01,165.44,0
39.13,59.55,232.48,0
34.43,89.51,27.93,0
52.66,28.35,947.78,1
57.05,18.05,889.16,1
51.68,19.07,640.05,1
48.66,7.89,1010.02,1
39.68,28.3,689.59,0
44.72,26.34,893.28,1
46.02,9.02,911.47,1
44.51,20.06,1191.14,1
32.33,81.41,499.33,0
56.44,28.14,952.23,1
23.96,81.71,580.72,0
43.4,55.56,593.93,0
36.25,49.88,624.05,0
42.1,7.59,646.5,1
43.36,86.77,77.3,0
37.37,75.38,438.15,0
36.52,83.2,307.59,0
48.01,12.79,900.8,1
47.96,25.86,605.93,1
41.7,22.98,741.54,1
21.33,62.17,589.16,0
31.39,40.56,86.46,0
59.15,29.52,1113.04,1
26.19,22.21,29.81,0
33.24,34.94,331.63,0
37.83,47.05,271.43,0
17.3,25.76,517.95,0
